Stazione,Sasso d'Ombrone,,,,,,,,,,,,,,
Codice,TOS01005791,,,,,,,,,,,,,,
Comune,Cinigiano,,,,,,,,,,,,,,
Provincia,GR,,,,,,,,,,,,,,
GB [m],E,1689490,N,4756215,,,,,,,,,,,
WGS84 [°],Lat,42.935,Lon,11.322,,,,,,,,,,,
Quota [m],68,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,ATTENZIONE,i,dati,sono,nel,fomato,csv,ed,utilizzano,,,,
,,,come,separatore,di,colonna,il,punto e virgola,e,,,,,,
,,,come,separatore,decimale,la,virgola,,,,,,,,
,,,verificare,le,proprie,impostazioni,internazionali,per,una,corretta,visulizzazione.,,,,
,,,Il,valore,-9999,corrisponde,a,dato,mancante,,,,,,
,,,Il,valore,contrassegnato,con,@,corrisponde,al,dato,mancante,,,,
,,,Il,valore,contrassegnato,con,V,corrisponde,al,dato,validato,,,,
,,,Il,valore,contrassegnato,con,P,corrisponde,al,dato,prevalidato,soggetto,ad,eventuali,modifiche
,,,(consultare,la,sezione,Criteri,di,validazione),,,,,,,
,,,,,,,,,,,,,,,
gg/mm/aaaa,Portata [mc/s],Tipo Dato,,,,,,,,,,,,,
27/09/1961,4,560,V,,,,,,,,,,,,
28/09/1961,4,560,V,,,,,,,,,,,,
29/09/1961,4,540,V,,,,,,,,,,,,
30/09/1961,4,680,V,,,,,,,,,,,,
01/10/1961,4,740,V,,,,,,,,,,,,
02/10/1961,4,940,V,,,,,,,,,,,,
03/10/1961,5,120,V,,,,,,,,,,,,
04/10/1961,4,760,V,,,,,,,,,,,,
05/10/1961,4,640,V,,,,,,,,,,,,
06/10/1961,4,530,V,,,,,,,,,,,,
07/10/1961,11,500,V,,,,,,,,,,,,
08/10/1961,51,200,V,,,,,,,,,,,,
09/10/1961,18,0,V,,,,,,,,,,,,
10/10/1961,7,690,V,,,,,,,,,,,,
11/10/1961,5,800,V,,,,,,,,,,,,
12/10/1961,5,240,V,,,,,,,,,,,,
13/10/1961,4,840,V,,,,,,,,,,,,
14/10/1961,4,760,V,,,,,,,,,,,,
15/10/1961,5,0,V,,,,,,,,,,,,
16/10/1961,4,940,V,,,,,,,,,,,,
17/10/1961,4,840,V,,,,,,,,,,,,
18/10/1961,12,700,V,,,,,,,,,,,,
19/10/1961,27,600,V,,,,,,,,,,,,
20/10/1961,15,500,V,,,,,,,,,,,,
21/10/1961,8,820,V,,,,,,,,,,,,
22/10/1961,13,200,V,,,,,,,,,,,,
23/10/1961,9,460,V,,,,,,,,,,,,
24/10/1961,6,720,V,,,,,,,,,,,,
25/10/1961,6,40,V,,,,,,,,,,,,
26/10/1961,5,740,V,,,,,,,,,,,,
27/10/1961,5,640,V,,,,,,,,,,,,
28/10/1961,5,560,V,,,,,,,,,,,,
29/10/1961,57,400,V,,,,,,,,,,,,
30/10/1961,52,500,V,,,,,,,,,,,,
31/10/1961,39,0,V,,,,,,,,,,,,
01/11/1961,16,900,V,,,,,,,,,,,,
02/11/1961,10,900,V,,,,,,,,,,,,
03/11/1961,8,950,V,,,,,,,,,,,,
04/11/1961,11,300,V,,,,,,,,,,,,
05/11/1961,91,900,V,,,,,,,,,,,,
06/11/1961,29,600,V,,,,,,,,,,,,
07/11/1961,15,800,V,,,,,,,,,,,,
08/11/1961,11,800,V,,,,,,,,,,,,
09/11/1961,9,500,V,,,,,,,,,,,,
10/11/1961,11,0,V,,,,,,,,,,,,
11/11/1961,14,400,V,,,,,,,,,,,,
12/11/1961,229,0,V,,,,,,,,,,,,
13/11/1961,326,0,V,,,,,,,,,,,,
14/11/1961,122,0,V,,,,,,,,,,,,
15/11/1961,56,900,V,,,,,,,,,,,,
16/11/1961,34,800,V,,,,,,,,,,,,
17/11/1961,24,500,V,,,,,,,,,,,,
18/11/1961,19,800,V,,,,,,,,,,,,
19/11/1961,17,0,V,,,,,,,,,,,,
20/11/1961,14,200,V,,,,,,,,,,,,
21/11/1961,12,0,V,,,,,,,,,,,,
22/11/1961,10,700,V,,,,,,,,,,,,
23/11/1961,10,300,V,,,,,,,,,,,,
24/11/1961,75,300,V,,,,,,,,,,,,
25/11/1961,34,100,V,,,,,,,,,,,,
26/11/1961,21,500,V,,,,,,,,,,,,
27/11/1961,85,600,V,,,,,,,,,,,,
28/11/1961,122,0,V,,,,,,,,,,,,
29/11/1961,47,400,V,,,,,,,,,,,,
30/11/1961,27,600,V,,,,,,,,,,,,
01/12/1961,24,300,V,,,,,,,,,,,,
02/12/1961,20,700,V,,,,,,,,,,,,
03/12/1961,17,200,V,,,,,,,,,,,,
04/12/1961,15,700,V,,,,,,,,,,,,
05/12/1961,13,900,V,,,,,,,,,,,,
06/12/1961,13,500,V,,,,,,,,,,,,
07/12/1961,82,800,V,,,,,,,,,,,,
08/12/1961,35,0,V,,,,,,,,,,,,
09/12/1961,21,300,V,,,,,,,,,,,,
10/12/1961,17,500,V,,,,,,,,,,,,
11/12/1961,16,600,V,,,,,,,,,,,,
12/12/1961,15,500,V,,,,,,,,,,,,
13/12/1961,14,200,V,,,,,,,,,,,,
14/12/1961,12,700,V,,,,,,,,,,,,
15/12/1961,11,700,V,,,,,,,,,,,,
16/12/1961,10,500,V,,,,,,,,,,,,
17/12/1961,9,680,V,,,,,,,,,,,,
18/12/1961,9,440,V,,,,,,,,,,,,
19/12/1961,9,200,V,,,,,,,,,,,,
20/12/1961,8,970,V,,,,,,,,,,,,
21/12/1961,8,820,V,,,,,,,,,,,,
22/12/1961,8,820,V,,,,,,,,,,,,
23/12/1961,9,390,V,,,,,,,,,,,,
24/12/1961,12,200,V,,,,,,,,,,,,
25/12/1961,11,700,V,,,,,,,,,,,,
26/12/1961,10,500,V,,,,,,,,,,,,
27/12/1961,90,500,V,,,,,,,,,,,,
28/12/1961,295,0,V,,,,,,,,,,,,
29/12/1961,192,0,V,,,,,,,,,,,,
30/12/1961,64,400,V,,,,,,,,,,,,
31/12/1961,43,400,V,,,,,,,,,,,,
01/01/1962,34,100,V,,,,,,,,,,,,
02/01/1962,27,900,V,,,,,,,,,,,,
03/01/1962,24,0,V,,,,,,,,,,,,
04/01/1962,20,800,V,,,,,,,,,,,,
05/01/1962,18,700,V,,,,,,,,,,,,
06/01/1962,17,700,V,,,,,,,,,,,,
07/01/1962,16,700,V,,,,,,,,,,,,
08/01/1962,15,200,V,,,,,,,,,,,,
09/01/1962,14,100,V,,,,,,,,,,,,
10/01/1962,15,100,V,,,,,,,,,,,,
11/01/1962,39,700,V,,,,,,,,,,,,
12/01/1962,154,0,V,,,,,,,,,,,,
13/01/1962,95,800,V,,,,,,,,,,,,
14/01/1962,48,400,V,,,,,,,,,,,,
15/01/1962,95,500,V,,,,,,,,,,,,
16/01/1962,81,100,V,,,,,,,,,,,,
17/01/1962,42,900,V,,,,,,,,,,,,
18/01/1962,32,500,V,,,,,,,,,,,,
19/01/1962,27,600,V,,,,,,,,,,,,
20/01/1962,25,700,V,,,,,,,,,,,,
21/01/1962,21,400,V,,,,,,,,,,,,
22/01/1962,20,0,V,,,,,,,,,,,,
23/01/1962,20,400,V,,,,,,,,,,,,
24/01/1962,19,900,V,,,,,,,,,,,,
25/01/1962,18,0,V,,,,,,,,,,,,
26/01/1962,28,700,V,,,,,,,,,,,,
27/01/1962,24,600,V,,,,,,,,,,,,
28/01/1962,19,500,V,,,,,,,,,,,,
29/01/1962,17,500,V,,,,,,,,,,,,
30/01/1962,15,600,V,,,,,,,,,,,,
31/01/1962,15,0,V,,,,,,,,,,,,
01/02/1962,14,200,V,,,,,,,,,,,,
02/02/1962,13,500,V,,,,,,,,,,,,
03/02/1962,13,0,V,,,,,,,,,,,,
04/02/1962,12,200,V,,,,,,,,,,,,
05/02/1962,11,500,V,,,,,,,,,,,,
06/02/1962,10,700,V,,,,,,,,,,,,
07/02/1962,10,700,V,,,,,,,,,,,,
08/02/1962,11,0,V,,,,,,,,,,,,
09/02/1962,43,400,V,,,,,,,,,,,,
10/02/1962,48,500,V,,,,,,,,,,,,
11/02/1962,24,300,V,,,,,,,,,,,,
12/02/1962,18,400,V,,,,,,,,,,,,
13/02/1962,16,700,V,,,,,,,,,,,,
14/02/1962,79,100,V,,,,,,,,,,,,
15/02/1962,44,400,V,,,,,,,,,,,,
16/02/1962,24,0,V,,,,,,,,,,,,
17/02/1962,19,800,V,,,,,,,,,,,,
18/02/1962,17,900,V,,,,,,,,,,,,
19/02/1962,15,900,V,,,,,,,,,,,,
20/02/1962,14,500,V,,,,,,,,,,,,
21/02/1962,14,300,V,,,,,,,,,,,,
22/02/1962,13,800,V,,,,,,,,,,,,
23/02/1962,13,200,V,,,,,,,,,,,,
24/02/1962,12,400,V,,,,,,,,,,,,
25/02/1962,11,700,V,,,,,,,,,,,,
26/02/1962,13,300,V,,,,,,,,,,,,
27/02/1962,59,200,V,,,,,,,,,,,,
28/02/1962,35,500,V,,,,,,,,,,,,
01/03/1962,186,0,V,,,,,,,,,,,,
02/03/1962,154,0,V,,,,,,,,,,,,
03/03/1962,87,0,V,,,,,,,,,,,,
04/03/1962,79,400,V,,,,,,,,,,,,
05/03/1962,140,0,V,,,,,,,,,,,,
06/03/1962,162,0,V,,,,,,,,,,,,
07/03/1962,86,0,V,,,,,,,,,,,,
08/03/1962,56,0,V,,,,,,,,,,,,
09/03/1962,42,600,V,,,,,,,,,,,,
10/03/1962,98,0,V,,,,,,,,,,,,
11/03/1962,181,0,V,,,,,,,,,,,,
12/03/1962,90,300,V,,,,,,,,,,,,
13/03/1962,57,500,V,,,,,,,,,,,,
14/03/1962,48,800,V,,,,,,,,,,,,
15/03/1962,41,300,V,,,,,,,,,,,,
16/03/1962,34,900,V,,,,,,,,,,,,
17/03/1962,31,800,V,,,,,,,,,,,,
18/03/1962,27,400,V,,,,,,,,,,,,
19/03/1962,24,0,V,,,,,,,,,,,,
20/03/1962,21,700,V,,,,,,,,,,,,
21/03/1962,21,600,V,,,,,,,,,,,,
22/03/1962,21,0,V,,,,,,,,,,,,
23/03/1962,19,800,V,,,,,,,,,,,,
24/03/1962,23,800,V,,,,,,,,,,,,
25/03/1962,115,0,V,,,,,,,,,,,,
26/03/1962,56,900,V,,,,,,,,,,,,
27/03/1962,34,100,V,,,,,,,,,,,,
28/03/1962,29,600,V,,,,,,,,,,,,
29/03/1962,25,300,V,,,,,,,,,,,,
30/03/1962,22,600,V,,,,,,,,,,,,
31/03/1962,21,0,V,,,,,,,,,,,,
01/04/1962,20,200,V,,,,,,,,,,,,
02/04/1962,18,600,V,,,,,,,,,,,,
03/04/1962,17,200,V,,,,,,,,,,,,
04/04/1962,30,800,V,,,,,,,,,,,,
05/04/1962,149,0,V,,,,,,,,,,,,
06/04/1962,87,900,V,,,,,,,,,,,,
07/04/1962,42,500,V,,,,,,,,,,,,
08/04/1962,30,100,V,,,,,,,,,,,,
09/04/1962,25,400,V,,,,,,,,,,,,
10/04/1962,27,400,V,,,,,,,,,,,,
11/04/1962,26,200,V,,,,,,,,,,,,
12/04/1962,23,100,V,,,,,,,,,,,,
13/04/1962,21,600,V,,,,,,,,,,,,
14/04/1962,20,900,V,,,,,,,,,,,,
15/04/1962,18,900,V,,,,,,,,,,,,
16/04/1962,17,300,V,,,,,,,,,,,,
17/04/1962,16,200,V,,,,,,,,,,,,
18/04/1962,16,200,V,,,,,,,,,,,,
19/04/1962,17,0,V,,,,,,,,,,,,
20/04/1962,16,600,V,,,,,,,,,,,,
21/04/1962,15,500,V,,,,,,,,,,,,
22/04/1962,14,500,V,,,,,,,,,,,,
23/04/1962,13,900,V,,,,,,,,,,,,
24/04/1962,13,100,V,,,,,,,,,,,,
25/04/1962,12,600,V,,,,,,,,,,,,
26/04/1962,11,0,V,,,,,,,,,,,,
27/04/1962,14,100,V,,,,,,,,,,,,
28/04/1962,12,200,V,,,,,,,,,,,,
29/04/1962,12,0,V,,,,,,,,,,,,
30/04/1962,23,800,V,,,,,,,,,,,,
01/05/1962,15,600,V,,,,,,,,,,,,
02/05/1962,13,0,V,,,,,,,,,,,,
03/05/1962,11,800,V,,,,,,,,,,,,
04/05/1962,12,700,V,,,,,,,,,,,,
05/05/1962,26,800,V,,,,,,,,,,,,
06/05/1962,15,900,V,,,,,,,,,,,,
07/05/1962,11,900,V,,,,,,,,,,,,
08/05/1962,10,700,V,,,,,,,,,,,,
09/05/1962,10,200,V,,,,,,,,,,,,
10/05/1962,9,440,V,,,,,,,,,,,,
11/05/1962,8,620,V,,,,,,,,,,,,
12/05/1962,8,200,V,,,,,,,,,,,,
13/05/1962,8,270,V,,,,,,,,,,,,
14/05/1962,8,940,V,,,,,,,,,,,,
15/05/1962,11,400,V,,,,,,,,,,,,
16/05/1962,10,800,V,,,,,,,,,,,,
17/05/1962,9,250,V,,,,,,,,,,,,
18/05/1962,8,470,V,,,,,,,,,,,,
19/05/1962,8,130,V,,,,,,,,,,,,
20/05/1962,8,120,V,,,,,,,,,,,,
21/05/1962,8,120,V,,,,,,,,,,,,
22/05/1962,7,990,V,,,,,,,,,,,,
23/05/1962,8,120,V,,,,,,,,,,,,
24/05/1962,7,910,V,,,,,,,,,,,,
25/05/1962,7,600,V,,,,,,,,,,,,
26/05/1962,7,360,V,,,,,,,,,,,,
27/05/1962,7,500,V,,,,,,,,,,,,
28/05/1962,7,800,V,,,,,,,,,,,,
29/05/1962,7,650,V,,,,,,,,,,,,
30/05/1962,7,120,V,,,,,,,,,,,,
31/05/1962,6,860,V,,,,,,,,,,,,
01/06/1962,6,960,V,,,,,,,,,,,,
02/06/1962,6,700,V,,,,,,,,,,,,
03/06/1962,6,460,V,,,,,,,,,,,,
04/06/1962,6,210,V,,,,,,,,,,,,
05/06/1962,6,460,V,,,,,,,,,,,,
06/06/1962,6,240,V,,,,,,,,,,,,
07/06/1962,6,240,V,,,,,,,,,,,,
08/06/1962,6,460,V,,,,,,,,,,,,
09/06/1962,6,40,V,,,,,,,,,,,,
10/06/1962,6,40,V,,,,,,,,,,,,
11/06/1962,5,840,V,,,,,,,,,,,,
12/06/1962,6,40,V,,,,,,,,,,,,
13/06/1962,5,440,V,,,,,,,,,,,,
14/06/1962,5,240,V,,,,,,,,,,,,
15/06/1962,5,40,V,,,,,,,,,,,,
16/06/1962,4,840,V,,,,,,,,,,,,
17/06/1962,4,840,V,,,,,,,,,,,,
18/06/1962,4,640,V,,,,,,,,,,,,
19/06/1962,4,640,V,,,,,,,,,,,,
20/06/1962,4,640,V,,,,,,,,,,,,
21/06/1962,4,840,V,,,,,,,,,,,,
22/06/1962,4,840,V,,,,,,,,,,,,
23/06/1962,4,840,V,,,,,,,,,,,,
24/06/1962,4,840,V,,,,,,,,,,,,
25/06/1962,4,840,V,,,,,,,,,,,,
26/06/1962,4,640,V,,,,,,,,,,,,
27/06/1962,4,640,V,,,,,,,,,,,,
28/06/1962,4,640,V,,,,,,,,,,,,
29/06/1962,4,640,V,,,,,,,,,,,,
30/06/1962,5,40,V,,,,,,,,,,,,
01/07/1962,5,40,V,,,,,,,,,,,,
02/07/1962,4,960,V,,,,,,,,,,,,
03/07/1962,4,400,V,,,,,,,,,,,,
04/07/1962,4,240,V,,,,,,,,,,,,
05/07/1962,4,200,V,,,,,,,,,,,,
06/07/1962,4,40,V,,,,,,,,,,,,
07/07/1962,3,760,V,,,,,,,,,,,,
08/07/1962,3,480,V,,,,,,,,,,,,
09/07/1962,3,170,V,,,,,,,,,,,,
10/07/1962,3,50,V,,,,,,,,,,,,
11/07/1962,3,200,V,,,,,,,,,,,,
12/07/1962,3,90,V,,,,,,,,,,,,
13/07/1962,2,820,V,,,,,,,,,,,,
14/07/1962,2,630,V,,,,,,,,,,,,
15/07/1962,2,330,V,,,,,,,,,,,,
16/07/1962,2,300,V,,,,,,,,,,,,
17/07/1962,2,480,V,,,,,,,,,,,,
18/07/1962,2,710,V,,,,,,,,,,,,
19/07/1962,2,860,V,,,,,,,,,,,,
20/07/1962,2,430,V,,,,,,,,,,,,
21/07/1962,2,280,V,,,,,,,,,,,,
22/07/1962,2,140,V,,,,,,,,,,,,
23/07/1962,2,10,V,,,,,,,,,,,,
24/07/1962,2,120,V,,,,,,,,,,,,
25/07/1962,2,60,V,,,,,,,,,,,,
26/07/1962,2,30,V,,,,,,,,,,,,
27/07/1962,2,0,V,,,,,,,,,,,,
28/07/1962,1,920,V,,,,,,,,,,,,
29/07/1962,1,870,V,,,,,,,,,,,,
30/07/1962,2,90,V,,,,,,,,,,,,
31/07/1962,2,140,V,,,,,,,,,,,,
01/08/1962,2,60,V,,,,,,,,,,,,
02/08/1962,2,50,V,,,,,,,,,,,,
03/08/1962,1,970,V,,,,,,,,,,,,
04/08/1962,1,900,V,,,,,,,,,,,,
05/08/1962,1,840,V,,,,,,,,,,,,
06/08/1962,1,840,V,,,,,,,,,,,,
07/08/1962,1,910,V,,,,,,,,,,,,
08/08/1962,1,970,V,,,,,,,,,,,,
09/08/1962,2,20,V,,,,,,,,,,,,
10/08/1962,2,70,V,,,,,,,,,,,,
11/08/1962,2,50,V,,,,,,,,,,,,
12/08/1962,1,960,V,,,,,,,,,,,,
13/08/1962,2,0,V,,,,,,,,,,,,
14/08/1962,2,10,V,,,,,,,,,,,,
15/08/1962,2,40,V,,,,,,,,,,,,
16/08/1962,2,50,V,,,,,,,,,,,,
17/08/1962,2,30,V,,,,,,,,,,,,
18/08/1962,2,70,V,,,,,,,,,,,,
19/08/1962,2,40,V,,,,,,,,,,,,
20/08/1962,2,10,V,,,,,,,,,,,,
21/08/1962,1,980,V,,,,,,,,,,,,
22/08/1962,2,40,V,,,,,,,,,,,,
23/08/1962,2,160,V,,,,,,,,,,,,
24/08/1962,2,160,V,,,,,,,,,,,,
25/08/1962,2,20,V,,,,,,,,,,,,
26/08/1962,1,960,V,,,,,,,,,,,,
27/08/1962,1,930,V,,,,,,,,,,,,
28/08/1962,1,960,V,,,,,,,,,,,,
29/08/1962,2,30,V,,,,,,,,,,,,
30/08/1962,2,70,V,,,,,,,,,,,,
31/08/1962,2,310,V,,,,,,,,,,,,
01/09/1962,1,960,V,,,,,,,,,,,,
02/09/1962,1,850,V,,,,,,,,,,,,
03/09/1962,1,850,V,,,,,,,,,,,,
04/09/1962,1,920,V,,,,,,,,,,,,
05/09/1962,2,20,V,,,,,,,,,,,,
06/09/1962,2,160,V,,,,,,,,,,,,
07/09/1962,2,10,V,,,,,,,,,,,,
08/09/1962,1,980,V,,,,,,,,,,,,
09/09/1962,1,860,V,,,,,,,,,,,,
10/09/1962,1,790,V,,,,,,,,,,,,
11/09/1962,1,860,V,,,,,,,,,,,,
12/09/1962,1,970,V,,,,,,,,,,,,
13/09/1962,1,910,V,,,,,,,,,,,,
14/09/1962,1,870,V,,,,,,,,,,,,
15/09/1962,1,840,V,,,,,,,,,,,,
16/09/1962,6,30,V,,,,,,,,,,,,
17/09/1962,13,800,V,,,,,,,,,,,,
18/09/1962,5,30,V,,,,,,,,,,,,
19/09/1962,3,510,V,,,,,,,,,,,,
20/09/1962,3,880,V,,,,,,,,,,,,
21/09/1962,3,600,V,,,,,,,,,,,,
22/09/1962,3,60,V,,,,,,,,,,,,
23/09/1962,2,390,V,,,,,,,,,,,,
24/09/1962,2,410,V,,,,,,,,,,,,
25/09/1962,2,390,V,,,,,,,,,,,,
26/09/1962,2,500,V,,,,,,,,,,,,
27/09/1962,2,900,V,,,,,,,,,,,,
28/09/1962,4,660,V,,,,,,,,,,,,
29/09/1962,4,160,V,,,,,,,,,,,,
30/09/1962,3,170,V,,,,,,,,,,,,
01/10/1962,3,80,V,,,,,,,,,,,,
02/10/1962,2,840,V,,,,,,,,,,,,
03/10/1962,2,890,V,,,,,,,,,,,,
04/10/1962,2,890,V,,,,,,,,,,,,
05/10/1962,2,940,V,,,,,,,,,,,,
06/10/1962,2,730,V,,,,,,,,,,,,
07/10/1962,2,730,V,,,,,,,,,,,,
08/10/1962,2,550,V,,,,,,,,,,,,
09/10/1962,2,670,V,,,,,,,,,,,,
10/10/1962,3,200,V,,,,,,,,,,,,
11/10/1962,3,200,V,,,,,,,,,,,,
12/10/1962,3,150,V,,,,,,,,,,,,
13/10/1962,4,890,V,,,,,,,,,,,,
14/10/1962,12,0,V,,,,,,,,,,,,
15/10/1962,9,450,V,,,,,,,,,,,,
16/10/1962,71,400,V,,,,,,,,,,,,
17/10/1962,52,700,V,,,,,,,,,,,,
18/10/1962,15,700,V,,,,,,,,,,,,
19/10/1962,8,50,V,,,,,,,,,,,,
20/10/1962,6,360,V,,,,,,,,,,,,
21/10/1962,5,320,V,,,,,,,,,,,,
22/10/1962,5,0,V,,,,,,,,,,,,
23/10/1962,4,740,V,,,,,,,,,,,,
24/10/1962,4,640,V,,,,,,,,,,,,
25/10/1962,4,340,V,,,,,,,,,,,,
26/10/1962,4,140,V,,,,,,,,,,,,
27/10/1962,3,940,V,,,,,,,,,,,,
28/10/1962,24,600,V,,,,,,,,,,,,
29/10/1962,36,0,V,,,,,,,,,,,,
30/10/1962,30,400,V,,,,,,,,,,,,
31/10/1962,16,500,V,,,,,,,,,,,,
01/11/1962,84,800,V,,,,,,,,,,,,
02/11/1962,46,700,V,,,,,,,,,,,,
03/11/1962,18,900,V,,,,,,,,,,,,
04/11/1962,11,200,V,,,,,,,,,,,,
05/11/1962,9,200,V,,,,,,,,,,,,
06/11/1962,19,700,V,,,,,,,,,,,,
07/11/1962,89,800,V,,,,,,,,,,,,
08/11/1962,66,900,V,,,,,,,,,,,,
09/11/1962,44,0,V,,,,,,,,,,,,
10/11/1962,29,100,V,,,,,,,,,,,,
11/11/1962,22,200,V,,,,,,,,,,,,
12/11/1962,49,0,V,,,,,,,,,,,,
13/11/1962,48,0,V,,,,,,,,,,,,
14/11/1962,97,800,V,,,,,,,,,,,,
15/11/1962,372,0,V,,,,,,,,,,,,
16/11/1962,267,0,V,,,,,,,,,,,,
17/11/1962,130,0,V,,,,,,,,,,,,
18/11/1962,237,0,V,,,,,,,,,,,,
19/11/1962,230,0,V,,,,,,,,,,,,
20/11/1962,160,0,V,,,,,,,,,,,,
21/11/1962,69,500,V,,,,,,,,,,,,
22/11/1962,76,600,V,,,,,,,,,,,,
23/11/1962,69,100,V,,,,,,,,,,,,
24/11/1962,54,700,V,,,,,,,,,,,,
25/11/1962,35,200,V,,,,,,,,,,,,
26/11/1962,28,200,V,,,,,,,,,,,,
27/11/1962,23,800,V,,,,,,,,,,,,
28/11/1962,26,0,V,,,,,,,,,,,,
29/11/1962,41,200,V,,,,,,,,,,,,
30/11/1962,27,400,V,,,,,,,,,,,,
01/12/1962,20,800,V,,,,,,,,,,,,
02/12/1962,17,0,V,,,,,,,,,,,,
03/12/1962,15,800,V,,,,,,,,,,,,
04/12/1962,16,0,V,,,,,,,,,,,,
05/12/1962,14,700,V,,,,,,,,,,,,
06/12/1962,14,200,V,,,,,,,,,,,,
07/12/1962,13,0,V,,,,,,,,,,,,
08/12/1962,12,0,V,,,,,,,,,,,,
09/12/1962,11,0,V,,,,,,,,,,,,
10/12/1962,11,0,V,,,,,,,,,,,,
11/12/1962,10,700,V,,,,,,,,,,,,
12/12/1962,11,300,V,,,,,,,,,,,,
13/12/1962,130,0,V,,,,,,,,,,,,
14/12/1962,82,500,V,,,,,,,,,,,,
15/12/1962,39,300,V,,,,,,,,,,,,
16/12/1962,26,800,V,,,,,,,,,,,,
17/12/1962,23,900,V,,,,,,,,,,,,
18/12/1962,21,0,V,,,,,,,,,,,,
19/12/1962,17,800,V,,,,,,,,,,,,
20/12/1962,18,500,V,,,,,,,,,,,,
21/12/1962,17,200,V,,,,,,,,,,,,
22/12/1962,14,800,V,,,,,,,,,,,,
23/12/1962,12,700,V,,,,,,,,,,,,
24/12/1962,11,800,V,,,,,,,,,,,,
25/12/1962,12,200,V,,,,,,,,,,,,
26/12/1962,12,0,V,,,,,,,,,,,,
27/12/1962,11,300,V,,,,,,,,,,,,
28/12/1962,11,0,V,,,,,,,,,,,,
29/12/1962,35,100,V,,,,,,,,,,,,
30/12/1962,81,100,V,,,,,,,,,,,,
31/12/1962,65,200,V,,,,,,,,,,,,
01/01/1963,143,0,V,,,,,,,,,,,,
02/01/1963,72,700,V,,,,,,,,,,,,
03/01/1963,71,500,V,,,,,,,,,,,,
04/01/1963,117,0,V,,,,,,,,,,,,
05/01/1963,63,700,V,,,,,,,,,,,,
06/01/1963,128,0,V,,,,,,,,,,,,
07/01/1963,361,0,V,,,,,,,,,,,,
08/01/1963,352,0,V,,,,,,,,,,,,
09/01/1963,118,0,V,,,,,,,,,,,,
10/01/1963,95,400,V,,,,,,,,,,,,
11/01/1963,94,0,V,,,,,,,,,,,,
12/01/1963,268,0,V,,,,,,,,,,,,
13/01/1963,136,0,V,,,,,,,,,,,,
14/01/1963,81,400,V,,,,,,,,,,,,
15/01/1963,58,400,V,,,,,,,,,,,,
16/01/1963,47,0,V,,,,,,,,,,,,
17/01/1963,41,800,V,,,,,,,,,,,,
18/01/1963,39,200,V,,,,,,,,,,,,
19/01/1963,52,400,V,,,,,,,,,,,,
20/01/1963,46,0,V,,,,,,,,,,,,
21/01/1963,41,500,V,,,,,,,,,,,,
22/01/1963,31,800,V,,,,,,,,,,,,
23/01/1963,27,300,V,,,,,,,,,,,,
24/01/1963,27,100,V,,,,,,,,,,,,
25/01/1963,23,700,V,,,,,,,,,,,,
26/01/1963,22,100,V,,,,,,,,,,,,
27/01/1963,21,600,V,,,,,,,,,,,,
28/01/1963,20,300,V,,,,,,,,,,,,
29/01/1963,18,900,V,,,,,,,,,,,,
30/01/1963,17,800,V,,,,,,,,,,,,
31/01/1963,17,0,V,,,,,,,,,,,,
01/02/1963,17,200,V,,,,,,,,,,,,
02/02/1963,16,500,V,,,,,,,,,,,,
03/02/1963,23,200,V,,,,,,,,,,,,
04/02/1963,26,200,V,,,,,,,,,,,,
05/02/1963,28,500,V,,,,,,,,,,,,
06/02/1963,32,700,V,,,,,,,,,,,,
07/02/1963,41,800,V,,,,,,,,,,,,
08/02/1963,44,600,V,,,,,,,,,,,,
09/02/1963,54,300,V,,,,,,,,,,,,
10/02/1963,126,0,V,,,,,,,,,,,,
11/02/1963,355,0,V,,,,,,,,,,,,
12/02/1963,536,0,R,,,,,,,,,,,,
13/02/1963,194,0,V,,,,,,,,,,,,
14/02/1963,112,0,V,,,,,,,,,,,,
15/02/1963,76,600,V,,,,,,,,,,,,
16/02/1963,74,0,V,,,,,,,,,,,,
17/02/1963,123,0,V,,,,,,,,,,,,
18/02/1963,82,600,V,,,,,,,,,,,,
19/02/1963,87,700,V,,,,,,,,,,,,
20/02/1963,103,0,V,,,,,,,,,,,,
21/02/1963,71,600,V,,,,,,,,,,,,
22/02/1963,69,400,V,,,,,,,,,,,,
23/02/1963,57,900,V,,,,,,,,,,,,
24/02/1963,44,400,V,,,,,,,,,,,,
25/02/1963,37,700,V,,,,,,,,,,,,
26/02/1963,34,500,V,,,,,,,,,,,,
27/02/1963,31,200,V,,,,,,,,,,,,
28/02/1963,27,200,V,,,,,,,,,,,,
01/03/1963,27,200,V,,,,,,,,,,,,
02/03/1963,24,900,V,,,,,,,,,,,,
03/03/1963,23,100,V,,,,,,,,,,,,
04/03/1963,23,100,V,,,,,,,,,,,,
05/03/1963,23,600,V,,,,,,,,,,,,
06/03/1963,23,0,V,,,,,,,,,,,,
07/03/1963,22,0,V,,,,,,,,,,,,
08/03/1963,21,700,V,,,,,,,,,,,,
09/03/1963,21,100,V,,,,,,,,,,,,
10/03/1963,20,500,V,,,,,,,,,,,,
11/03/1963,20,700,V,,,,,,,,,,,,
12/03/1963,19,100,V,,,,,,,,,,,,
13/03/1963,18,300,V,,,,,,,,,,,,
14/03/1963,17,0,V,,,,,,,,,,,,
15/03/1963,16,200,V,,,,,,,,,,,,
